customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
652,Edee,Stoker,Female,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,,Yes,1.0
657,Hoyt,,Male,66,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,N,-100,No,10.0
659,Natalee,Stringman,Female,44,1979-10-09,,Financial Services,Affluent Customer,N,,Yes,15.0
660,Stormi,,Female,82,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6.0
665,Chan,Kirckman,Male,82,1997-04-19,Human Resources Assistant I,,Mass Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,5.0
669,Fleur,Whittlesea,Female,73,1980-11-02,Research Associate,,Mass Customer,N,â£,No,3.0
671,Aristotle,Vanni,Male,49,1984-07-25,,Argiculture,Mass Customer,N,â¦testâ§,No,5.0
674,Dalila,Rosel,Female,61,1954-08-22,Developer II,,Mass Customer,N,â©testâ©,No,5.0
676,Curtis,,Male,51,1968-05-19,Senior Editor,,High Net Worth,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,14.0
680,Gay,Pickersgill,U,22,,,IT,High Net Worth,N,,Yes,
683,Brennan,Gagen,Male,60,1962-05-16,,Manufacturing,Mass Customer,N,,Yes,10.0
684,Malvin,,Male,88,1987-07-03,Desktop Support Technician,Financial Services,Mass Customer,N,"<>?:""{}|_+",No,14.0
685,Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,,No,
690,Lindsey,,Male,95,1987-03-27,Assistant Professor,,Affluent Customer,N,â¡,Yes,17.0
691,Carver,Carwardine,Male,29,1954-08-25,,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,5.0
693,Bambi,Hebblethwaite,Female,46,1970-10-27,,Financial Services,Affluent Customer,N,,Yes,19.0
696,Arch,Gaitskill,Male,57,1966-02-06,Programmer Analyst II,,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,6.0
700,Josias,Mulliner,Male,67,1990-02-20,,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,4.0
702,Zorina,Bosomworth,Female,72,1960-02-09,Help Desk Technician,,Mass Customer,N,(ï½¡â â âï½¡),No,8.0
703,Ethelda,,Female,66,1966-10-31,,Property,Mass Customer,N,1/0,No,15.0
707,Homere,Rounds,Male,97,1973-07-23,Executive Secretary,,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,7.0
711,Audrey,Vickerman,Female,60,1972-03-03,,,Affluent Customer,N,0,No,7.0
712,Norine,Antonik,Female,22,1961-05-20,,IT,Mass Customer,N,â«testâ«,No,14.0
713,Adena,Northedge,Female,34,1994-09-26,Help Desk Technician,,Mass Customer,N,testâ testâ«,Yes,4.0
714,Burtie,Scintsbury,Male,12,1964-07-13,,Manufacturing,High Net Worth,N,100,Yes,15.0
715,Royal,Shinn,Male,50,1968-09-07,Junior Executive,,Mass Customer,N,!@#$%^&*(),No,6.0
721,Harmonia,Cornock,Female,84,1993-08-09,Account Representative III,,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,1.0
729,Ammamaria,Standbridge,Female,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,N,,No,11.0
730,Robb,Poll,Male,42,1968-07-25,Web Designer IV,,Mass Customer,N,"''''""",No,14.0
731,Lorenza,Cawthorne,Female,57,1969-12-04,,,Mass Customer,N,0,No,6.0
733,Ham,Mayoh,Male,25,1973-11-30,,Manufacturing,Mass Customer,N,-0.5,No,13.0
736,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,8.0
737,Sisely,Oppy,Female,75,1983-07-11,Systems Administrator III,,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,16.0
738,Bunnie,Whines,Female,51,1984-12-08,,Argiculture,Mass Customer,N,",./;'[]\-=",Yes,9.0
740,Farr,Butterick,Male,9,1994-08-18,,Financial Services,Affluent Customer,N,,No,6.0
741,Cristionna,Mapes,Female,16,1979-02-15,,,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,11.0
744,Heinrik,,Male,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,14.0
745,Dotty,Maylott,Female,84,1978-03-22,,Manufacturing,Mass Customer,N,-0.5,Yes,13.0
746,Aldo,Waistall,Male,47,1964-07-29,Business Systems Development Analyst,,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,17.0
747,Eula,Bruni,Female,91,1978-04-24,Database Administrator II,,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,7.0
758,Teena,Birrel,Female,99,1967-04-07,,Manufacturing,High Net Worth,N,åè£½æ¼¢èª,Yes,11.0
760,Shamus,Fyndon,Male,46,1978-03-02,Assistant Professor,,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,18.0
762,Kerwin,Jossel,Male,91,1980-03-06,Environmental Specialist,,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,22.0
765,Valeria,Chazette,Female,50,1984-08-31,,Retail,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,16.0
766,Nonna,Hun,Female,16,1975-04-22,,Retail,Mass Customer,N,â«testâ«,Yes,14.0
771,Lammond,MacGeffen,Male,12,1964-03-12,,,Affluent Customer,N,â«testâ«,Yes,8.0
773,Robbie,Handaside,Male,77,1985-02-12,,Financial Services,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,20.0
780,Kim,,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,20.0
786,Francklin,Ubanks,Male,34,1985-02-14,,Financial Services,Affluent Customer,N,á,No,16.0
787,Norma,Batrim,Female,29,1996-12-15,,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,2.0
790,Yvonne,,Female,22,1968-03-24,Senior Editor,,Affluent Customer,N,ï¼ï¼ï¼,No,15.0
792,Mitch,Rains,Male,10,1975-11-19,Structural Engineer,,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,4.0
793,Kissie,Delong,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,N,,Yes,9.0
799,Harland,Spilisy,U,39,,Programmer I,IT,Mass Customer,N,,Yes,
801,Bertram,Linn,Male,28,1980-10-08,Geologist IV,,Affluent Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,20.0
804,Henrietta,Seater,Female,98,1999-06-17,Technical Writer,,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,1.0
805,Jorrie,Hanhardt,Female,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,,No,10.0
807,Lorne,Quested,Female,48,1980-11-25,Safety Technician I,,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,No,16.0
809,Nevsa,Washtell,Female,83,1977-10-23,Biostatistician III,Health,Mass Customer,N,,No,18.0
811,Ive,Chapelhow,Male,6,1984-01-13,Nurse Practicioner,,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,8.0
812,Coral,Dunkirk,Female,1,1989-09-22,,Financial Services,Mass Customer,N,100,No,16.0
814,Raffarty,Giacomoni,Male,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,,No,14.0
815,Caryn,Sampey,Female,47,1974-07-06,,Manufacturing,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,22.0
819,Temp,Thebeau,Male,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,N,,Yes,5.0
820,Cecilia,Chipchase,Female,12,1977-01-06,,Financial Services,High Net Worth,N,100,No,16.0
825,Willis,Whyler,Male,17,1975-08-15,Computer Systems Analyst IV,,Affluent Customer,N,0/0,Yes,16.0
826,Marc,Waddilove,Male,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,,Yes,1.0
827,Phillis,Rudwell,Female,90,1996-05-07,,Health,Affluent Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,5.0
828,Darda,Kernocke,Female,93,1957-12-14,,Health,Mass Customer,N,100,Yes,20.0
832,Shaun,Murphey,Male,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,,No,14.0
833,Wadsworth,Hubane,Male,9,1995-10-03,Safety Technician II,,High Net Worth,N,â¦testâ§,Yes,4.0
837,Derick,Fasler,Male,4,1957-01-11,Internal Auditor,,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,13.0
839,Charis,Greaves,U,14,,Structural Analysis Engineer,IT,Mass Customer,N,,Yes,
850,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,N,,No,1.0
851,Cammi,Tesmond,Female,19,1987-12-30,Project Manager,,Affluent Customer,N,100,Yes,2.0
854,Charisse,Thoresby,Female,35,2000-10-24,Marketing Manager,,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,2.0
857,Theo,,Female,15,1964-08-14,General Manager,,High Net Worth,N,,No,4.0
860,Ida,,Female,80,1980-08-12,,,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,7.0
864,Regen,Nares,Male,6,1970-03-06,,Retail,High Net Worth,N,é¨è½æ ¼,Yes,4.0
866,Stanislaus,Gottelier,Male,28,1973-01-05,Associate Professor,,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,14.0
867,Lura,MacKim,Female,12,1973-05-10,VP Marketing,,Mass Customer,N,1/0,No,17.0
868,Effie,Duddy,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,N,,Yes,11.0
871,Janka,Yesinin,Female,40,1992-01-20,,,Mass Customer,N,â°â´âµ,Yes,5.0
873,Worthington,Penwarden,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,N,,Yes,20.0
874,Howard,Oseland,Male,78,2001-05-05,,Health,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,1.0
879,Hestia,Smetoun,Female,58,1978-08-02,,,Mass Customer,N,-1,No,12.0
880,Neely,Lundon,Female,11,1963-12-31,Internal Auditor,,High Net Worth,N,../../../../../../../../../../../etc/hosts,Yes,10.0
881,Carmella,O' Lone,Female,82,1980-05-07,Information Systems Manager,,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,15.0
882,Esmaria,Lythgoe,Female,59,1965-09-29,,Property,Mass Customer,N,â«testâ«,Yes,11.0
883,Lolita,Bennie,U,73,,Recruiter,IT,Mass Customer,N,,Yes,
887,Patrizius,Hardinge,Male,55,1997-11-17,,Manufacturing,High Net Worth,N,0,No,1.0
892,Conroy,Healy,U,22,,Office Assistant II,IT,Mass Customer,N,,Yes,
895,Juli,Curness,Female,58,1966-09-03,,,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,12.0
896,Idell,Belderson,Female,25,1978-06-10,VP Sales,,Mass Customer,N,â,No,15.0
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,N,,No,16.0
901,Letta,McCarter,Female,13,1975-04-27,,Retail,Mass Customer,N,(ï½¡â â âï½¡),Yes,16.0
903,Hewe,Lidgley,Male,46,1961-07-03,,Financial Services,Mass Customer,N,â£,No,14.0
904,Kariotta,Ludman,Female,51,1974-05-06,Database Administrator II,,High Net Worth,N,1;DROP TABLE users,Yes,11.0
908,Carry,Tomlett,Female,86,1980-08-28,,Financial Services,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,17.0
909,Suzette,Surgison,Female,77,1960-01-04,Operator,,High Net Worth,N,â¢,Yes,8.0
913,Dayle,Spearman,Female,67,2000-10-28,,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,1.0
916,Joycelin,,Female,18,1991-06-18,Recruiter,,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,8.0
923,Garrek,Grimwade,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,19.0
924,Clementius,Hambric,Male,33,1976-11-08,Computer Systems Analyst II,,Affluent Customer,N,â¦testâ§,No,13.0
926,Terrel,Matthisson,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,N,,No,10.0
927,Jarret,,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,N,00ËÆ$-,Yes,18.0
928,Porty,Clemmitt,Male,61,1973-05-14,Associate Professor,,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,Yes,18.0
932,Yoko,Dowrey,Female,30,1989-07-20,Graphic Designer,,Mass Customer,N,âªâªtestâª,No,18.0
935,Aldin,Cracker,Male,76,1994-09-12,Marketing Manager,,Mass Customer,N,1,Yes,3.0
938,Corabelle,,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,7.0
944,Anderea,Dallewater,Female,53,1976-01-12,,Manufacturing,Mass Customer,N,1/0,No,15.0
945,Hebert,Bernocchi,Male,59,1998-08-26,Human Resources Manager,,High Net Worth,N,â°â´âµâââ,Yes,1.0
948,Yardley,Argo,Male,19,1969-08-09,Recruiting Manager,,Affluent Customer,N,,No,10.0
950,Bret,Ivakhnov,U,24,,Recruiter,IT,High Net Worth,N,,Yes,
952,Marina,Andresen,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,N,,Yes,6.0
953,Jasmin,Brodeur,Female,16,1979-05-23,,,Mass Customer,N,ã,No,7.0
959,Katharina,Jennins,Female,3,1986-10-26,Staff Scientist,,Affluent Customer,N,1;DROP TABLE users,Yes,21.0
962,Granger,Tuftin,Male,49,1977-09-07,VP Product Management,,High Net Worth,N,ï»¿,Yes,17.0
963,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,,High Net Worth,N,â¦testâ§,Yes,16.0
965,Meggie,Whitchurch,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,N,,Yes,5.0
974,Mellicent,Dollin,Female,92,1991-06-07,Administrative Assistant IV,,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,4.0
975,Goldarina,Rzehorz,U,26,,Automation Specialist IV,IT,Mass Customer,N,,No,
977,Olga,Dyke,Female,65,1959-11-30,Staff Accountant III,,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,Yes,13.0
978,Erena,Escalero,Female,40,1982-01-31,Nurse Practicioner,,High Net Worth,N,â°â´âµâââ,No,15.0
981,Bud,Smittoune,Male,0,1973-02-19,,Retail,Mass Customer,N,1,No,11.0
983,Shaylyn,Riggs,U,49,,,IT,Affluent Customer,N,,No,
989,Caralie,Morfett,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,N,,No,17.0
992,Cordelia,Hawkeswood,Female,6,1958-11-25,,Property,Mass Customer,N,é¨è½æ ¼,Yes,8.0
996,Aura,Bemlott,U,67,,Assistant Manager,IT,Mass Customer,N,,Yes,
999,Dido,Leyburn,Female,12,1988-04-10,Recruiting Manager,,High Net Worth,N,â¡,No,4.0
1000,Paulie,Castelot,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,N,,No,11.0
1001,Finley,Vost,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,N,,No,14.0
1002,Pacorro,De Clairmont,Male,65,1978-08-30,Business Systems Development Analyst,,Mass Customer,N,ð©ð½,Yes,18.0
1007,Cord,Warriner,Male,58,1996-06-08,,Retail,Mass Customer,N,<script>alert('hi')</script>,No,5.0
1008,Lorry,Booley,Female,47,1975-11-10,Teacher,,Mass Customer,N,1,No,21.0
1012,Anna-diane,Preddle,Female,20,1955-05-20,Software Test Engineer III,,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,11.0
1015,Toiboid,Sorrel,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,N,,No,17.0
1020,Natala,Thorndale,Female,29,1975-11-10,,IT,Affluent Customer,N,1,No,13.0
1023,Iseabal,Fullbrook,Female,16,1991-07-23,,Financial Services,Affluent Customer,N,2018-02-01 00:00:00,Yes,6.0
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,N,,Yes,2.0
1026,Vernon,Hakking,Male,66,1994-07-29,,Financial Services,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,4.0
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,1.0
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,4.0
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,,Mass Customer,N,,Yes,18.0
1033,Jacob,Claringbold,Male,70,1995-01-06,,,Affluent Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,3.0
1034,Denney,Cretney,Male,16,1976-05-12,,,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,3.0
1038,Fraser,Acome,U,57,,Engineer I,Manufacturing,Mass Customer,N,,Yes,
1039,Nona,Diamant,Female,24,1975-03-14,,,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,15.0
1041,Free,Bonniface,Male,95,1959-05-25,,Property,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,15.0
1044,Frederico,Whilder,U,4,,Food Chemist,Health,High Net Worth,N,,No,
1045,Aeriel,Everest,Female,88,1986-05-08,,Financial Services,Mass Customer,N,1,Yes,19.0
1046,Shir,Clevely,Female,0,1955-07-23,Budget/Accounting Analyst II,,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,11.0
1048,Braden,Lamming,Male,99,1976-06-08,Internal Auditor,,Affluent Customer,N,nil,No,15.0
1053,Davon,Stanyland,Male,98,1962-05-20,,Manufacturing,Mass Customer,N,NIL,Yes,8.0
1054,Natal,Matiewe,Male,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,,Yes,13.0
1061,Anderson,,Male,34,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,N,testâ testâ«,No,19.0
1062,Tish,Mowett,Female,32,1975-09-28,Junior Executive,,Mass Customer,N,-100,No,14.0
1068,Frazer,Searston,Male,5,1995-03-21,,Health,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,3.0
1070,Albert,Gomery,Male,5,1995-06-04,Account Representative IV,,Mass Customer,N,ð,No,1.0
1071,Chrisy,Miranda,Male,68,1986-12-29,,Retail,High Net Worth,N,<script>alert('hi')</script>,No,1.0
1073,Elbertina,Donne,Female,77,1980-02-25,Associate Professor,,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,7.0
1074,Griswold,Juett,Male,43,1974-07-14,Accounting Assistant IV,,High Net Worth,N,-1,Yes,18.0
1077,Sheba,Este,Female,8,1955-10-11,,Telecommunications,Mass Customer,N,"''''""",Yes,18.0
1082,Guinevere,Kelby,U,90,,Financial Analyst,Financial Services,Mass Customer,N,,Yes,
1083,Chadd,Fowlds,Male,46,1996-08-07,VP Product Management,,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,1.0
1088,Andy,Polgreen,Female,19,1989-07-21,Design Engineer,,High Net Worth,N,!@#$%^&*(),Yes,3.0
1090,Lorettalorna,,Female,15,1975-07-15,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,17.0
1091,Keith,Housden,Male,19,1980-04-15,,Health,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,15.0
1093,Clarita,Penright,Female,63,1996-09-13,Business Systems Development Analyst,,Affluent Customer,N,00ËÆ$-,No,5.0
1101,Haily,McWilliams,Female,76,1968-12-22,Senior Editor,,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,15.0
1105,Sherman,McCusker,Male,39,1990-02-10,General Manager,,Mass Customer,N,â¢,No,18.0
1111,Zach,Maynard,Male,96,1960-03-04,Director of Sales,,High Net Worth,N,é¨è½æ ¼,Yes,18.0
1112,Jarrett,Chiplin,Male,25,1981-05-22,,,Mass Customer,N,00ËÆ$-,Yes,13.0
1115,Merola,Stutard,Female,33,1970-01-18,Account Coordinator,,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,17.0
1116,Tori,Coche,Female,59,1974-06-26,Assistant Manager,Health,Mass Customer,N,,Yes,16.0
1117,Georgena,Guilaem,Female,83,1975-12-01,Quality Engineer,,Affluent Customer,N,1;DROP TABLE users,No,14.0
1119,Lemmy,Bennit,Male,43,1976-10-09,,Entertainment,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,Yes,19.0
1122,Gerladina,Carney,Female,59,1985-12-19,,,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,11.0
